id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow
735,JSWENERGY,2022,2952.0,-1387.0,-781.0,784.0
736,JSWENERGY,2023,2084.0,-6778.0,7327.0,2634.0
737,JSWENERGY,2024,6234.0,-8197.0,1675.0,-289.0
738,JSWSTEEL,2013,5844.0,-5433.0,-791.0,-380.0
739,JSWSTEEL,2014,2594.0,-5618.0,3300.0,276.0
740,JSWSTEEL,2015,7876.0,-7372.0,-169.0,334.0
741,JSWSTEEL,2016,6897.0,-3857.0,-3151.0,-111.0
742,JSWSTEEL,2017,7888.0,-5094.0,-2710.0,84.0
743,JSWSTEEL,2018,12379.0,-4529.0,-8185.0,-335.0
744,JSWSTEEL,2019,14633.0,-11387.0,1753.0,4999.0
745,JSWSTEEL,2020,12785.0,-19589.0,5189.0,-1615.0
746,JSWSTEEL,2021,18789.0,-7702.0,-3110.0,7977.0
747,JSWSTEEL,2022,26270.0,-14748.0,-14657.0,-3135.0
748,JSWSTEEL,2023,23323.0,-10730.0,-5977.0,6616.0
749,JSWSTEEL,2024,12078.0,-14467.0,-5005.0,-7394.0
750,KOTAKBANK,2013,2878.0,-9035.0,7099.0,942.0
751,KOTAKBANK,2014,9068.0,-1130.0,-5814.0,2125.0
752,KOTAKBANK,2015,2302.0,-4467.0,2426.0,260.0
753,KOTAKBANK,2016,5025.0,-2353.0,2024.0,4696.0
754,KOTAKBANK,2017,13222.0,-5289.0,6055.0,13989.0
755,KOTAKBANK,2018,-10392.0,-5475.0,14679.0,-1188.0
756,KOTAKBANK,2019,1822.0,-3323.0,8365.0,6864.0
757,KOTAKBANK,2020,46619.0,-13068.0,-735.0,32815.0
758,KOTAKBANK,2021,4881.0,-11172.0,-10072.0,-16363.0
759,KOTAKBANK,2022,8308.0,-10903.0,7543.0,4949.0
760,KOTAKBANK,2023,-1242.0,-10381.0,1883.0,-9740.0
761,KOTAKBANK,2024,15685.0,-8919.0,15515.0,22281.0
762,LICI,2019,13274.0,9636.0,-13700.0,9210.0
763,LICI,2020,54367.0,-40415.0,-18664.0,-4712.0
764,LICI,2021,80602.0,148447.0,-256125.0,-27077.0
765,LICI,2022,-3783.0,12531.0,0.0,8748.0
766,LICI,2023,54519.0,-52848.0,-949.0,722.0
767,LICI,2024,26122.0,-25269.0,-4427.0,-3574.0
777,LODHA,2016,387.0,-854.0,330.0,-137.0
778,LODHA,2017,1469.0,-1174.0,-312.0,-16.0
779,LODHA,2018,696.0,-651.0,24.0,69.0
780,LODHA,2019,-463.0,-175.0,736.0,97.0
781,LODHA,2020,3772.0,182.0,-4188.0,-234.0
782,LODHA,2021,2524.0,420.0,-2835.0,109.0
783,LODHA,2022,1998.0,1139.0,-2888.0,250.0
784,LODHA,2023,2750.0,1789.0,-3706.0,834.0
785,LODHA,2024,2512.0,-2947.0,951.0,516.0
786,LT,2013,-4355.0,-6922.0,11429.0,152.0
787,LT,2014,-7143.0,-5510.0,13136.0,483.0
788,LT,2015,-1365.0,-4778.0,7903.0,1759.0
789,LT,2016,-3240.0,-4627.0,7253.0,-613.0
790,LT,2017,6655.0,-9796.0,2896.0,-245.0
791,LT,2018,-10031.0,3914.0,9370.0,3254.0
792,LT,2019,-4756.0,-11023.0,15440.0,-338.0
793,LT,2020,6694.0,-8408.0,6372.0,4658.0
794,LT,2021,23074.0,-5750.0,-15274.0,2049.0
795,LT,2022,19164.0,-3585.0,-15181.0,397.0
796,LT,2023,22777.0,-8048.0,-11572.0,3156.0
797,LT,2024,18266.0,2179.0,-25413.0,-4968.0
798,LTIM,2013,608.0,-224.0,-396.0,-13.0
799,LTIM,2014,628.0,180.0,-769.0,40.0
800,LTIM,2015,642.0,-103.0,-497.0,42.0
801,LTIM,2016,858.0,-40.0,-817.0,2.0
802,LTIM,2017,1170.0,-961.0,-33.0,176.0
803,LTIM,2018,844.0,-452.0,-408.0,-16.0
804,LTIM,2019,1395.0,-749.0,-594.0,52.0
805,LTIM,2020,1644.0,-643.0,-890.0,110.0
806,LTIM,2021,2400.0,-1657.0,-509.0,234.0
807,LTIM,2022,3251.0,-1643.0,-1680.0,-73.0
808,LTIM,2023,3095.0,-271.0,-1932.0,892.0
809,LTIM,2024,5670.0,-3918.0,-2269.0,-518.0
810,M&M,2013,-922.0,-2903.0,4508.0,684.0
811,M&M,2014,-244.0,-4524.0,5577.0,810.0
812,M&M,2015,1055.0,-4357.0,1669.0,-1633.0
813,M&M,2016,2385.0,-5506.0,2967.0,-154.0
814,M&M,2017,183.0,-5875.0,6108.0,416.0
815,M&M,2018,682.0,-5467.0,6314.0,1529.0
816,M&M,2019,-4347.0,-7174.0,13194.0,1672.0
817,M&M,2020,-1457.0,-6870.0,6933.0,-1394.0
818,M&M,2021,17909.0,-19686.0,406.0,-1370.0
819,M&M,2022,9248.0,-3252.0,-5883.0,113.0
820,M&M,2023,-7074.0,-8866.0,15946.0,6.0
821,M&M,2024,-5630.0,-5615.0,12281.0,1037.0
822,MARUTI,2013,4059.0,-3119.0,-979.0,-39.0
823,MARUTI,2014,4995.0,-4997.0,-74.0,-76.0
824,MARUTI,2015,6449.0,-4491.0,-2004.0,-45.0
825,MARUTI,2016,8482.0,-7230.0,-1237.0,16.0
826,MARUTI,2017,10282.0,-9173.0,-1129.0,-20.0
827,MARUTI,2018,11788.0,-8302.0,-3436.0,50.0
828,MARUTI,2019,6601.0,-3540.0,-2948.0,113.0
829,MARUTI,2020,3496.0,-557.0,-3104.0,-165.0
830,MARUTI,2021,8856.0,-7291.0,-1545.0,20.0
831,MARUTI,2022,1840.0,-239.0,-1607.0,-6.0
832,MARUTI,2023,10815.0,-8820.0,-1214.0,780.0
833,MARUTI,2024,16801.0,-11865.0,-4062.0,874.0
834,MOTHERSON,2013,1486.0,-1089.0,-256.0,142.0
835,MOTHERSON,2014,2695.0,-1372.0,-1080.0,243.0
836,MOTHERSON,2015,3390.0,-2844.0,494.0,1040.0
837,MOTHERSON,2016,2188.0,-1906.0,-263.0,19.0
838,MOTHERSON,2017,3800.0,-6145.0,5518.0,3172.0
839,MOTHERSON,2018,3264.0,-3194.0,-2221.0,-2152.0
840,MOTHERSON,2019,4312.0,-3318.0,-225.0,769.0
841,MOTHERSON,2020,6352.0,-2220.0,-2803.0,1329.0
842,MOTHERSON,2021,5051.0,-1886.0,-2098.0,1068.0
843,MOTHERSON,2022,2463.0,-2304.0,-1217.0,-1059.0
844,MOTHERSON,2023,4643.0,-2248.0,-2734.0,-339.0
845,MOTHERSON,2024,7569.0,-6644.0,1281.0,2205.0
846,NAUKRI,2013,75.0,-46.0,-12.0,16.0
847,NAUKRI,2014,81.0,-204.0,130.0,7.0
848,NAUKRI,2015,51.0,-1051.0,1025.0,25.0
849,NAUKRI,2016,78.0,-2.0,-66.0,11.0
850,NAUKRI,2017,213.0,-165.0,-42.0,7.0
851,NAUKRI,2018,253.0,-149.0,-75.0,29.0
852,NAUKRI,2019,276.0,-59.0,-78.0,138.0
853,NAUKRI,2020,350.0,97.0,-143.0,304.0
854,NAUKRI,2021,276.0,-2043.0,1880.0,113.0
855,NAUKRI,2022,707.0,-1177.0,35.0,-435.0
856,NAUKRI,2023,512.0,-358.0,2.0,156.0
857,NAUKRI,2024,702.0,-852.0,120.0,-29.0
858,NESTLEIND,2013,1796.0,-441.0,-580.0,775.0
859,NESTLEIND,2014,1644.0,-432.0,-1635.0,-423.0
860,NESTLEIND,2015,1098.0,-70.0,-498.0,529.0
861,NESTLEIND,2016,1466.0,-126.0,-666.0,674.0
862,NESTLEIND,2017,1818.0,-131.0,-997.0,691.0
863,NESTLEIND,2018,2052.0,-52.0,-1317.0,683.0
864,NESTLEIND,2019,2295.0,83.0,-3602.0,-1223.0
865,NESTLEIND,2020,2454.0,-321.0,-1956.0,177.0
866,NESTLEIND,2021,2236.0,-1920.0,-2020.0,-1704.0
867,NESTLEIND,2022,2737.0,-392.0,-2123.0,223.0
868,NESTLEIND,2023,3392.0,-927.0,-2436.0,29.0
869,NESTLEIND,2024,4175.0,-1237.0,-3135.0,-198.0
870,NHPC,2013,2846.0,-1330.0,-1344.0,172.0
871,NHPC,2014,3824.0,-1122.0,-4536.0,-1834.0
872,NHPC,2015,4061.0,-768.0,-2494.0,798.0
873,NHPC,2016,5971.0,-746.0,-4000.0,1224.0
874,NHPC,2017,8329.0,-1864.0,-7812.0,-1347.0
875,NHPC,2018,4696.0,-886.0,-3863.0,-53.0
876,NHPC,2019,3824.0,-1182.0,-2637.0,5.0
877,NHPC,2020,2993.0,-2987.0,12.0,17.0
878,NHPC,2021,5070.0,-1607.0,-3058.0,405.0
879,NHPC,2022,4590.0,-3084.0,-638.0,867.0
880,NHPC,2023,4705.0,-4191.0,-795.0,-281.0
881,NHPC,2024,6938.0,-5968.0,-581.0,388.0
882,NTPC,2013,16508.0,-16845.0,988.0,651.0
883,NTPC,2014,16531.0,-15509.0,-2709.0,-1687.0
884,NTPC,2015,14889.0,-15977.0,-1474.0,-2563.0
885,NTPC,2016,24125.0,-19162.0,-3899.0,1064.0
886,NTPC,2017,20167.0,-24480.0,3138.0,-1176.0
887,NTPC,2018,19670.0,-20678.0,1028.0,19.0
888,NTPC,2019,18686.0,-24063.0,4927.0,-451.0
889,NTPC,2020,23890.0,-29628.0,6004.0,266.0
890,NTPC,2021,32444.0,-21034.0,-11049.0,360.0
891,NTPC,2022,41788.0,-22891.0,-19172.0,-274.0
892,NTPC,2023,47152.0,-26145.0,-21217.0,-210.0
893,NTPC,2024,40785.0,-32141.0,-8246.0,398.0
894,ONGC,2013,39874.0,-41220.0,-6927.0,-8273.0
895,ONGC,2014,53270.0,-63633.0,15225.0,4862.0
896,ONGC,2015,33950.0,-30058.0,-10641.0,-6749.0
897,ONGC,2016,46292.0,-38256.0,-8972.0,-935.0
898,ONGC,2017,45780.0,-43815.0,-1867.0,99.0
899,ONGC,2018,56792.0,-66798.0,9909.0,-97.0
900,ONGC,2019,61458.0,-37132.0,-23324.0,1001.0
901,ONGC,2020,70593.0,-53159.0,-16726.0,708.0
902,ONGC,2021,47185.0,-39141.0,-8239.0,-195.0
903,ONGC,2022,78248.0,-41197.0,-35790.0,1261.0
904,ONGC,2023,86062.0,-74690.0,-12876.0,-1504.0
905,ONGC,2024,99263.0,-57203.0,-45650.0,-3591.0
906,PFC,2013,-25102.0,22.0,27947.0,2868.0
907,PFC,2014,-22473.0,9.0,17671.0,-4793.0
908,PFC,2015,-21455.0,-491.0,26916.0,4970.0
909,PFC,2016,-13298.0,-1973.0,10383.0,-4888.0
910,PFC,2017,1795.0,-667.0,1950.0,3079.0
911,PFC,2018,-57148.0,1409.0,52018.0,-3720.0
912,PFC,2019,-80252.0,-13463.0,93616.0,-98.0
913,PFC,2020,-42148.0,-73.0,43399.0,1179.0
914,PFC,2021,-59143.0,1741.0,60424.0,3023.0
915,PFC,2022,4904.0,-547.0,-8371.0,-4014.0
916,PFC,2023,-74717.0,-1694.0,75537.0,-874.0
917,PFC,2024,-97820.0,-3409.0,101261.0,32.0
918,PIDILITIND,2013,472.0,-144.0,-339.0,-12.0
919,PIDILITIND,2014,394.0,-99.0,-242.0,54.0
920,PIDILITIND,2015,552.0,-436.0,-165.0,-49.0
921,PIDILITIND,2016,907.0,-491.0,-371.0,45.0
922,PIDILITIND,2017,794.0,-879.0,41.0,-45.0
923,PIDILITIND,2018,796.0,39.0,-790.0,46.0
924,PIDILITIND,2019,845.0,-513.0,-361.0,-29.0
925,PIDILITIND,2020,1280.0,103.0,-849.0,533.0
926,PIDILITIND,2021,1392.0,-1688.0,-76.0,-372.0
927,PIDILITIND,2022,955.0,-558.0,-468.0,-71.0
928,PIDILITIND,2023,1558.0,-899.0,-656.0,2.0
929,PIDILITIND,2024,2724.0,-1769.0,-742.0,212.0
930,PNB,2013,-692.0,-600.0,-694.0,-1987.0
931,PNB,2014,16906.0,-302.0,2129.0,18733.0
932,PNB,2015,4814.0,-872.0,7451.0,11393.0
933,PNB,2016,14167.0,-1352.0,5975.0,18790.0
934,PNB,2017,21938.0,159.0,-9767.0,12330.0
935,PNB,2018,-1742.0,392.0,7460.0,6109.0
936,PNB,2019,-33532.0,-629.0,13969.0,-20192.0
937,PNB,2020,-12793.0,-338.0,13591.0,460.0
938,PNB,2021,30950.0,-787.0,5415.0,35579.0
939,PNB,2022,20032.0,-1204.0,2032.0,20859.0
940,PNB,2023,22592.0,-732.0,1275.0,23135.0
941,PNB,2024,-27939.0,-1506.0,3518.0,-25928.0
942,POWERGRID,2013,11690.0,-22084.0,9962.0,-432.0
943,POWERGRID,2014,15223.0,-26639.0,13712.0,2295.0
944,POWERGRID,2015,15800.0,-24185.0,6399.0,-1986.0
945,POWERGRID,2016,15008.0,-21576.0,5621.0,-948.0
946,POWERGRID,2017,21575.0,-23836.0,3959.0,1698.0
947,POWERGRID,2018,22710.0,-25701.0,1285.0,-1707.0
948,POWERGRID,2019,23271.0,-18727.0,-2431.0,2113.0
949,POWERGRID,2020,30739.0,-10733.0,-18806.0,1199.0
950,POWERGRID,2021,29403.0,-9244.0,-20521.0,-362.0
951,POWERGRID,2022,26124.0,753.0,-28967.0,-2091.0
952,POWERGRID,2023,40203.0,-7138.0,-30450.0,2615.0
953,POWERGRID,2024,37290.0,-13114.0,-25903.0,-1728.0
954,RECLTD,2013,-20059.0,152.0,16059.0,-3847.0
955,RECLTD,2014,-17244.0,136.0,16815.0,-293.0
956,RECLTD,2015,-23898.0,151.0,23098.0,-649.0
957,RECLTD,2016,-13278.0,-756.0,15291.0,1257.0
958,RECLTD,2017,6805.0,-101.0,-3947.0,2757.0
959,RECLTD,2018,-32510.0,46.0,28244.0,-4220.0
960,RECLTD,2019,-35866.0,457.0,35543.0,134.0
961,RECLTD,2020,-32712.0,121.0,33926.0,1336.0
962,RECLTD,2021,-43512.0,861.0,42113.0,-538.0
963,RECLTD,2022,-819.0,-287.0,68.0,-1038.0
964,RECLTD,2023,-37360.0,-943.0,38123.0,-180.0
965,RECLTD,2024,-57723.0,-1831.0,59588.0,34.0
966,RELIANCE,2013,36918.0,-27601.0,408.0,9725.0
967,RELIANCE,2014,43261.0,-73070.0,13713.0,-16096.0
968,RELIANCE,2015,34374.0,-64706.0,8444.0,-21888.0
969,RELIANCE,2016,38134.0,-36186.0,-3210.0,-1262.0
970,RELIANCE,2017,49550.0,-66201.0,8617.0,-8034.0
971,RELIANCE,2018,71459.0,-68192.0,-2001.0,1266.0
972,RELIANCE,2019,42346.0,-94507.0,55906.0,3745.0
973,RELIANCE,2020,94877.0,-72497.0,-2541.0,19839.0
974,RELIANCE,2021,26958.0,-142385.0,101904.0,-13523.0
975,RELIANCE,2022,110654.0,-109162.0,17289.0,18781.0
976,RELIANCE,2023,115032.0,-93001.0,10455.0,32486.0
977,RELIANCE,2024,158788.0,-113581.0,-16646.0,28561.0
978,SBILIFE,2013,1130.0,-227.0,-58.0,845.0
979,SBILIFE,2014,166.0,-708.0,-58.0,-600.0
980,SBILIFE,2015,2711.0,-178.0,-117.0,2416.0
981,SBILIFE,2016,5778.0,-7204.0,-144.0,-1570.0
982,SBILIFE,2017,8525.0,-9032.0,-144.0,-651.0
983,SBILIFE,2018,10395.0,-8910.0,-221.0,1264.0
984,SBILIFE,2019,13473.0,-13552.0,-241.0,-321.0
985,SBILIFE,2020,19299.0,-16986.0,-198.0,2114.0
986,SBILIFE,2021,23878.0,-19203.0,3.0,4677.0
987,SBILIFE,2022,21852.0,-21611.0,-231.0,10.0
988,SBILIFE,2023,28656.0,-30203.0,-415.0,-1962.0
989,SBILIFE,2024,29122.0,-31221.0,-227.0,-2327.0
990,SBIN,2013,24332.0,-2271.0,-4424.0,17637.0
991,SBIN,2014,19142.0,-791.0,3583.0,21934.0
992,SBIN,2015,26297.0,-3424.0,-1553.0,21320.0
993,SBIN,2016,14477.0,-2747.0,4348.0,16078.0
994,SBIN,2017,77406.0,-4572.0,-4196.0,68638.0
995,SBIN,2018,-96508.0,13053.0,5547.0,-77908.0
996,SBIN,2019,29556.0,220.0,448.0,30223.0
997,SBIN,2020,23929.0,-555.0,5430.0,28803.0
998,SBIN,2021,89919.0,-3670.0,7143.0,93392.0
999,SBIN,2022,57695.0,-2652.0,-3845.0,51198.0
1000,SBIN,2023,-86014.0,-966.0,6386.0,-80593.0
1001,SBIN,2024,21632.0,-3476.0,-9896.0,8260.0
1002,SHREECEM,2013,1260.0,-270.0,-982.0,8.0
1003,SHREECEM,2014,1401.0,-1234.0,-156.0,11.0
1004,SHREECEM,2015,1239.0,-990.0,-259.0,-10.0
1005,SHREECEM,2016,1566.0,-1265.0,-271.0,31.0
1006,SHREECEM,2017,2202.0,-2048.0,-167.0,-13.0
1007,SHREECEM,2018,1879.0,-3595.0,1726.0,10.0
1008,SHREECEM,2019,2080.0,-720.0,-1276.0,84.0
1009,SHREECEM,2020,3973.0,-5590.0,1581.0,-36.0
1010,SHREECEM,2021,4254.0,-2651.0,-1233.0,370.0
1011,SHREECEM,2022,2668.0,-2143.0,-849.0,-324.0
1012,SHREECEM,2023,2569.0,-2405.0,-277.0,-113.0
1013,SHREECEM,2024,3347.0,-1418.0,-1710.0,220.0
1014,SHRIRAMFIN,2013,-8359.0,-41.0,9060.0,661.0
1015,SHRIRAMFIN,2014,-4055.0,-112.0,5010.0,843.0
1016,SHRIRAMFIN,2015,-9611.0,-45.0,7836.0,-1819.0
1017,SHRIRAMFIN,2016,-5507.0,-36.0,2822.0,-2721.0
1018,SHRIRAMFIN,2017,-2677.0,-2.0,3017.0,338.0
1019,SHRIRAMFIN,2018,-13142.0,86.0,13014.0,-42.0
1020,SHRIRAMFIN,2019,-5535.0,-76.0,5550.0,-62.0
1021,SHRIRAMFIN,2020,-2464.0,-55.0,4579.0,2060.0
1022,SHRIRAMFIN,2021,-4239.0,-25.0,12226.0,7962.0
1023,SHRIRAMFIN,2022,-8859.0,-34.0,8505.0,-388.0
1024,SHRIRAMFIN,2023,-17625.0,5076.0,11820.0,-730.0
1025,SHRIRAMFIN,2024,-31101.0,-258.0,27609.0,-3750.0
1026,SIEMENS,2011,3.0,264.0,-196.0,70.0
1027,SIEMENS,2014,608.0,130.0,-220.0,517.0
1028,SIEMENS,2015,574.0,646.0,-245.0,975.0
1029,SIEMENS,2016,513.0,237.0,-1614.0,-864.0
1030,SIEMENS,2017,573.0,1321.0,-285.0,1610.0
1031,SIEMENS,2018,100.0,-174.0,-305.0,-379.0
1032,SIEMENS,2019,1273.0,-1135.0,-312.0,-174.0
1033,SIEMENS,2020,720.0,871.0,-386.0,1205.0
1034,SIEMENS,2021,1422.0,-2389.0,-502.0,-1469.0
1035,SIEMENS,2022,978.0,-34.0,-392.0,552.0
1036,SIEMENS,2023,1400.0,-759.0,-450.0,191.0
1037,SIEMENS,2024,1670.0,-502.0,-523.0,644.0
1038,SUNPHARMA,2013,3357.0,-2375.0,-665.0,316.0
1039,SUNPHARMA,2014,3959.0,-2176.0,507.0,2290.0
1040,SUNPHARMA,2015,5616.0,-1502.0,-1187.0,2927.0
1041,SUNPHARMA,2016,6686.0,-3949.0,-1889.0,848.0
1042,SUNPHARMA,2017,7082.0,-4186.0,-2285.0,611.0
1043,SUNPHARMA,2018,3907.0,-3104.0,-1539.0,-736.0
1044,SUNPHARMA,2019,2196.0,-310.0,-2731.0,-844.0
1045,SUNPHARMA,2020,6555.0,-2225.0,-5715.0,-1386.0
1046,SUNPHARMA,2021,6170.0,407.0,-5980.0,596.0
1047,SUNPHARMA,2022,8985.0,-5556.0,-5193.0,-1765.0
1048,SUNPHARMA,2023,4959.0,-7220.0,2376.0,115.0
1049,SUNPHARMA,2024,12135.0,-763.0,-6710.0,4662.0
1050,TATACONSUM,2013,173.0,24.0,186.0,383.0
1051,TATACONSUM,2014,422.0,-1.0,-363.0,57.0
1052,TATACONSUM,2015,418.0,-207.0,-392.0,-182.0
1053,TATACONSUM,2016,116.0,145.0,-282.0,-21.0
1054,TATACONSUM,2017,741.0,145.0,-816.0,70.0
1055,TATACONSUM,2018,356.0,-31.0,-30.0,294.0
1056,TATACONSUM,2019,210.0,53.0,-224.0,39.0
1057,TATACONSUM,2020,1082.0,-622.0,-308.0,152.0
1058,TATACONSUM,2021,1656.0,-346.0,-426.0,884.0
1059,TATACONSUM,2022,1516.0,-1317.0,-995.0,-796.0
1060,TATACONSUM,2023,1461.0,-834.0,-714.0,-87.0
1061,TATACONSUM,2024,1937.0,-1911.0,256.0,281.0
1062,TATAMOTORS,2013,22163.0,-22969.0,-1692.0,-2499.0
1063,TATAMOTORS,2014,36151.0,-27991.0,-3883.0,4277.0
1064,TATAMOTORS,2015,35531.0,-36232.0,5201.0,4500.0
1065,TATAMOTORS,2016,37900.0,-36694.0,-3795.0,-2589.0
1066,TATAMOTORS,2017,30199.0,-39571.0,6205.0,-3167.0
1067,TATAMOTORS,2018,23857.0,-25139.0,2012.0,730.0
1068,TATAMOTORS,2019,18891.0,-20878.0,8830.0,6843.0
1069,TATAMOTORS,2020,26633.0,-33115.0,3390.0,-3092.0
1070,TATAMOTORS,2021,29001.0,-25672.0,9904.0,13232.0
1071,TATAMOTORS,2022,14283.0,-4444.0,-3380.0,6459.0
1072,TATAMOTORS,2023,35388.0,-15417.0,-26243.0,-6272.0
1073,TATAMOTORS,2024,67915.0,-22782.0,-37006.0,8128.0
1074,TATAPOWER,2013,3286.0,-4026.0,-593.0,-1333.0
1075,TATAPOWER,2014,6483.0,-3609.0,-3265.0,-392.0
1076,TATAPOWER,2015,5981.0,-3865.0,-2239.0,-123.0
1077,TATAPOWER,2016,7415.0,-1805.0,-6183.0,-574.0
1078,TATAPOWER,2017,7014.0,-7373.0,937.0,579.0
1079,TATAPOWER,2018,6364.0,-1512.0,-4726.0,126.0
1080,TATAPOWER,2019,4574.0,-272.0,-5184.0,-883.0
1081,TATAPOWER,2020,7375.0,-493.0,-5110.0,1773.0
1082,TATAPOWER,2021,8345.0,993.0,-7603.0,1736.0
1083,TATAPOWER,2022,6693.0,-6250.0,-1183.0,-741.0
1084,TATAPOWER,2023,7166.0,-7263.0,1341.0,1243.0
1085,TATAPOWER,2024,12596.0,-9027.0,-4497.0,-928.0
1086,TATASTEEL,2013,14035.0,-13099.0,-1780.0,-844.0
1087,TATASTEEL,2014,13146.0,-15378.0,1015.0,-1218.0
1088,TATASTEEL,2015,11880.0,-9021.0,-2617.0,241.0
1089,TATASTEEL,2016,11455.0,-8794.0,-4729.0,-2068.0
1090,TATASTEEL,2017,10824.0,-9490.0,-2579.0,-1245.0
1091,TATASTEEL,2018,8023.0,-11730.0,6640.0,2933.0
1092,TATASTEEL,2019,25336.0,-29176.0,-673.0,-4513.0
1093,TATASTEEL,2020,20169.0,-14012.0,-1695.0,4462.0
1094,TATASTEEL,2021,44327.0,-9437.0,-37090.0,-2200.0
1095,TATASTEEL,2022,44381.0,-10905.0,-23401.0,10075.0
1096,TATASTEEL,2023,21683.0,-18179.0,-6981.0,-3477.0
1097,TATASTEEL,2024,20301.0,-14253.0,-11097.0,-5049.0
1110,TECHM,2013,855.0,-622.0,65.0,298.0
1111,TECHM,2014,1596.0,291.0,-972.0,915.0
1112,TECHM,2015,2448.0,-1865.0,-829.0,-246.0
1113,TECHM,2016,3137.0,-1453.0,-496.0,1188.0
1114,TECHM,2017,4071.0,-2893.0,-1571.0,-392.0
1115,TECHM,2018,3554.0,-3319.0,-269.0,-35.0
1116,TECHM,2019,4432.0,-2104.0,-2251.0,77.0
1117,TECHM,2020,4358.0,1081.0,-4466.0,974.0
1118,TECHM,2021,8094.0,-5433.0,-2987.0,-326.0
1119,TECHM,2022,5285.0,480.0,-4667.0,1098.0
1120,TECHM,2023,5572.0,-226.0,-5078.0,267.0
1121,TECHM,2024,6376.0,-1318.0,-4767.0,291.0
1122,TITAN,2013,553.0,-142.0,-236.0,176.0
1123,TITAN,2014,-555.0,-271.0,497.0,-329.0
1124,TITAN,2015,503.0,-118.0,-1005.0,-620.0
1125,TITAN,2016,576.0,-159.0,-505.0,-88.0
1126,TITAN,2017,1712.0,-953.0,-166.0,594.0
1127,TITAN,2018,-51.0,98.0,-252.0,-206.0
1128,TITAN,2019,1243.0,-797.0,-489.0,-43.0
1129,TITAN,2020,-348.0,235.0,-242.0,-355.0
1130,TITAN,2021,4139.0,-2799.0,-1234.0,106.0
1131,TITAN,2022,-724.0,1165.0,-403.0,38.0
1132,TITAN,2023,1370.0,-1814.0,457.0,13.0
1133,TITAN,2024,1695.0,-189.0,-1329.0,177.0
1134,TORNTPHARM,2013,153.0,-247.0,20.0,-73.0
1135,TORNTPHARM,2014,599.0,-418.0,86.0,268.0
1136,TORNTPHARM,2015,810.0,-2113.0,1212.0,-90.0
1137,TORNTPHARM,2016,2742.0,-869.0,-1435.0,437.0
1138,TORNTPHARM,2017,1009.0,-798.0,-193.0,18.0
1139,TORNTPHARM,2018,894.0,-4677.0,3417.0,-366.0
1140,TORNTPHARM,2019,1798.0,-246.0,-1314.0,238.0
1141,TORNTPHARM,2020,1393.0,229.0,-1549.0,73.0
1142,TORNTPHARM,2021,2005.0,-444.0,-1651.0,-89.0
1143,TORNTPHARM,2022,1803.0,-196.0,-1781.0,-174.0
1144,TORNTPHARM,2023,2368.0,-2335.0,77.0,110.0
1145,TORNTPHARM,2024,3266.0,-160.0,-2780.0,327.0
1146,TRENT,2013,31.0,-276.0,147.0,-97.0
1147,TRENT,2014,-46.0,-48.0,-50.0,-145.0
1148,TRENT,2015,-10.0,-306.0,310.0,-6.0
1149,TRENT,2016,109.0,-98.0,-13.0,-2.0
1150,TRENT,2017,102.0,-44.0,-51.0,7.0
1151,TRENT,2018,77.0,-4.0,-74.0,-1.0
1152,TRENT,2019,21.0,-37.0,37.0,21.0
1153,TRENT,2020,361.0,-809.0,452.0,5.0
1154,TRENT,2021,285.0,18.0,-283.0,20.0
1155,TRENT,2022,58.0,56.0,-108.0,6.0
1156,TRENT,2023,595.0,-103.0,-491.0,1.0
1157,TRENT,2024,1349.0,-508.0,-629.0,211.0
1158,TVSMOTOR,2013,464.0,-120.0,-402.0,-58.0
1159,TVSMOTOR,2014,470.0,-235.0,-216.0,19.0
1160,TVSMOTOR,2015,83.0,-415.0,261.0,-71.0
1161,TVSMOTOR,2016,936.0,-605.0,-319.0,12.0
1162,TVSMOTOR,2017,689.0,-709.0,-59.0,-79.0
1163,TVSMOTOR,2018,354.0,-1095.0,897.0,156.0
1164,TVSMOTOR,2019,-918.0,-1104.0,2210.0,188.0
1165,TVSMOTOR,2020,373.0,-1090.0,1619.0,902.0
1166,TVSMOTOR,2021,1151.0,-882.0,264.0,532.0
1167,TVSMOTOR,2022,-1575.0,-1471.0,2918.0,532.0
1168,TVSMOTOR,2023,-4405.0,-1308.0,6118.0,406.0
1169,TVSMOTOR,2024,-1253.0,-1001.0,2759.0,505.0
